"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
-1.38134910856075,0.139820934303833,-0.984989730229872,-0.00730680094200384,-1.2800070050469,-0.502787815636832,0.530310486302551,0.101557505871384,2.36708007635908,1.33142075888508,-0.636979204329667,1.38366965003696,-1.32388812550214,0.0818454108950548,-0.680026693095743,-0.828182285136935,-1.20096147483232,0.160243654926267,-1.43963354370859,-0.532501848952631,-1.05762256502457,0.0793466080346077,1.00595029978625,-0.383470705860179,-0.704553826824029,-0.669073971606803,1.54867952976031,0.219815863824017,-1.38646317680219,0.783015642122817,-0.819405525543947,-0.306748274601915,-2.73420301512158,-0.205923442948691,0.738470343041315,0.327468600274076,-0.995228209449836,0.892926149155275,2.00068993388586,-1.05104084327682,-0.649165131053754,-1.45190164322002,-0.238802385399357,-0.72947446792909,-1.06209057429041,1.34188860010566,-1.9345098362744,-1.42404296646401,0.266429576502704,0.354071645103944
-1.16920412320099,0.77511823755572,-0.592790418952964,0.170615938971743,-0.412243752172269,-0.425494640232011,1.37946136340786,0.659805991889451,1.35773135698553,1.08789995820216,-2.76911142625186,-0.636998816112934,-0.0129449228517375,-1.70905849200849,-0.683614153608497,-1.44652854969683,0.032762500464082,1.08316646106416,-1.19700143005342,-0.167722853980671,1.05951969866983,-0.152292234022803,-1.09284152049251,0.942606124019866,1.28952448511201,-1.19080816613532,-1.22772427107614,0.848708132114247,0.862734549377458,-2.64393798551054,-0.580320187653562,-0.13788039021514,-0.455333450665122,0.185727482833464,1.67523083592017,0.0667412119596247,-0.643505025836528,0.828758389613361,-0.00212651101787006,-1.3548864257095,-0.532173772594277,-0.220355444106116,-1.50189490718522,-0.776903488427504,0.26536304434266,-0.764437007449863,0.119931497937522,0.531961420107392,1.35612557917313,-1.95504137739387
0.243662485799752,0.308168078056797,-1.47525576493656,0.0457333380472726,-1.20099163453826,1.17626490703199,-1.35227445659478,-0.122496706189653,-1.27060018737969,1.28527958208552,1.66043834340881,1.13121245569748,-0.9215432744702,1.27921778789283,0.305330642277689,-0.208353368851911,1.34391458349725,-1.60825343140517,1.00490466333022,-1.89516720633695,-2.99441325999221,-0.906429670582867,0.438782503263453,-0.433355465876242,0.168832607001108,0.614633545676154,-0.762917713235067,0.273042170952082,-1.06659693129677,-2.28253935535092,0.00362175885513692,0.660402778925625,-0.494694803927129,-0.899359822559072,0.0857684721569828,-0.645568485398786,0.946066460236791,-0.306462351227463,1.61732255248005,0.528364060387351,0.581340402862697,3.11836972292379,1.04848454926094,0.199604693590581,-1.22804774815732,-0.512832249713351,-2.56272564786339,0.594449844290203,-1.21479671464547,-1.89944088636096
-0.671476293421987,0.0593491589933904,-0.214089590226447,0.643429355827826,0.775581773874562,-0.242079147696904,-0.524812638024501,-0.957378116831641,0.522277538543664,-0.400231446204318,-0.108395504787275,0.815972287530797,0.751895770213141,0.369053999675307,-1.52005974156513,0.367201689227739,-0.0683173095721346,-1.11932943697483,0.648923532963565,-1.1652134162777,-1.10948752073722,-2.11455201444331,-0.30957013511912,1.31997602991712,0.895206738194137,-0.084741120069102,-0.38162690519846,-1.41999508838236,-0.535886318200284,-0.0567026605837791,0.772332034880725,-0.269848098611677,-0.516042504305701,-1.19747888589165,0.61045693245484,-0.693501836836342,0.478143078101649,1.05642146561482,0.575595648898926,-2.22848283780414,-1.32510378097666,-1.42030035338848,-0.0450842753052413,1.75955320078226,0.320642430030487,-0.889398921042906,-2.33239807761261,0.417372852695511,-0.37934140394125,-2.34307370835549
0.982788994970461,1.25474630137661,-1.27845683833602,-0.848206840567914,0.295049161164029,-0.53686990389198,-1.18231840909697,0.738122153353004,-2.13929219321473,1.07954131723403,1.45941650247972,0.872491996459894,-1.32899892278536,0.50530500018524,-0.0189579249689351,0.810841326999919,0.412838911998011,0.534991163647579,0.994328867603287,-0.874039974462226,0.189737299849647,-0.56550031536648,-0.257549874719184,1.1729740936115,-0.0864088426893512,1.15595927261801,0.251633075144908,-1.36003186693987,-0.210862869043044,-0.543887830616872,-0.356620718979114,-0.313007438557293,0.464493156345753,0.128083284644569,-0.698898757497463,0.89566614602714,1.69002293756346,-0.0398095296016516,-1.38469700426221,0.101603382647896,0.31144073618747,-0.76313461779863,0.335434354821581,-0.844748426922712,1.34166783164793,0.158142199312724,2.00093074112769,-0.672308948163683,1.38030905322246,-1.85078986566576
-0.664624198823687,-0.0783140207973871,-0.280885639972547,-0.0461175347359565,1.26934067894264,2.05506923663988,-0.315301930783772,-1.00699987566268,-0.146251913096077,0.00529468723424664,-1.69304873338743,-1.56023955935132,-0.718439161111628,0.523358944518934,-0.830903111082309,-1.59735260361099,-0.422269425750062,0.591783827635809,1.06429261767218,-1.81548154692023,-0.312122652867944,1.04397230265096,0.480410694638108,0.481413314662352,0.00112268064356889,-1.09132616690335,0.152182060159361,0.232548275576569,-0.827276906716039,-0.847597716675828,0.306794725631855,-1.65808961001853,0.239140254783429,0.224377666293562,0.290481948429557,-0.75176668239217,-1.54810758938686,-1.0445945704229,0.696545221772571,0.468425657775119,1.38254678551675,-0.564190196447815,0.827567911615315,-0.0998151484580041,-0.175956793459827,1.39784879555831,0.487763685812513,0.618452064369783,-0.0391152983387508,-0.935684977979635
-0.0167635475908564,1.44173002669503,0.469927525806882,0.61250897381755,-0.634370005014363,0.185366376922442,0.739144719780386,-1.15099468527684,-0.526632291219971,0.100741127560396,0.282568168547295,-0.590302103182019,1.44607008180611,-0.159139022625456,-1.2468396964016,0.156002780655608,-0.6636074572235,0.630492139921525,-1.06727053858236,0.714160068628708,0.979696948281376,-0.833060138260619,-1.26812220168155,-0.623788277039884,-0.0477554968952399,0.132365700532178,-0.684266164878808,-0.657998802108385,-1.2494020531485,-2.51272828247762,0.165761861074531,0.353532812555296,-0.876886262252778,-0.472898797768137,-0.578361024387204,-0.989388119204167,-1.26234105857967,1.03437868329904,0.933045204297408,-0.355196556032256,0.235356349135244,0.000943300461200311,-0.309471589885231,-1.39531390726213,1.79133390165943,-0.373277580117438,1.05630775666734,-0.592193022178137,-0.47854885950683,-1.02018899745796
-1.37681594438933,-0.3897894165219,-0.183443893574216,0.00312046245083515,1.47861810356008,0.12949117658289,0.522201078375016,0.0979851388039889,-0.599876225348896,2.33098619073891,-1.16011634520098,-2.12723157488935,1.34020061544097,1.13092835213512,-0.347499094131298,-0.0376810587672166,-0.897414281296863,0.717872862108014,2.59598814569881,-0.228922702911563,-1.99007082931353,-1.23196210453093,1.31060606086216,0.852693012664108,0.0949333782087382,-0.0839590115195556,1.23234892574834,-0.430423773933387,1.02256595804674,-0.87586060414628,-0.936076201428532,-0.0177311410690076,-0.506765568727133,0.424693794083501,-2.02930645543393,0.311218147666271,-0.00816173636384395,0.47603895915918,0.396264815417788,-0.209703454109326,0.313111632084426,-0.643523272621977,-0.12287752305173,0.680197655474315,1.57085006907011,1.15379968831571,1.09290111860107,-1.67637348392813,-0.515381298654739,0.482874993185294
-2.49654838799472,0.241550157624659,-0.496983745509605,-0.721936611872676,-0.695513483533751,0.423292786462965,0.282041092797333,0.806425730764878,-0.330259721066942,0.374664494661778,0.896934823638193,-0.30042242239669,1.96623499201917,0.210274175343237,0.961536620678968,0.748430189803613,0.159328232181543,-1.04270779861027,-1.60197679771019,0.0687013171496032,2.07008222690261,0.162715806757433,0.318054650029807,0.401946980451045,-1.18145498315308,-1.5524718529999,-0.394735780912552,1.82250267785387,-1.14166849565966,-1.05112972892589,-0.427004324764804,0.490250580226929,1.88226394390525,-1.7446691866646,-0.481449140251832,-1.45712579855024,-0.736794640724717,1.22877279494786,-1.97882881709847,0.0571253866830197,-0.476501821997565,-1.63200633177669,1.49049135783919,0.252462124618139,-0.734397522751831,0.599062003826686,0.296074983262931,-2.17731341515475,-0.0110378999936895,-0.50402256120078
-1.57561586871731,-0.428294257925569,0.407066072872347,0.670722357866604,0.606729417562626,-0.78954187341178,-0.324117667602756,-0.445976132879739,0.348399501138,-0.637863335583956,-0.331103051918004,-0.973399475471108,-1.71412583594865,-1.28715484135983,-0.607383990113266,2.32043166704267,-0.256333866834109,-0.687223405237452,1.65434151266277,-0.719536908253975,0.506491580786594,1.06238979815297,0.0999184442536625,1.44176369555613,0.580653389257432,-0.865898987336442,-0.257172300410616,-1.24652569733418,0.780202556203792,0.818339834986115,1.31934295227402,-0.215114979824198,0.0406198600176554,1.39689235988345,-1.10718857732933,0.379998374933334,-0.866140129619593,-0.0673349217120191,0.107762596327051,0.533044460232212,0.0884317363117299,-1.87890571339145,-1.17655914047194,0.171109968332798,2.29073029726288,0.404823967009223,-1.68352104862542,-0.242584200454106,0.113534069785432,-0.99607524339237
